Latitude,Longitude,RotationName,WaterOM,WindOM,WaterFO,WindFO,WaterErosion,WindErosion
47.644965091,-118.146399286,Transition_NoTill,1.0533000230789185,1.0533000230789185,0.8402640223503113,0.8402640223503113,0.9988579750061035,1
46.228384875,-116.271513706,Annual_NoTill,0.04019999876618385,0.04019999876618385,0.8283420205116272,0.8283420205116272,0.9907870292663574,1
47.020003231,-118.521376402,GrainFallow_HeavyTillage,0.5902000069618225,0.5902000069618225,0.011435999535024166,0.011435999535024166,0.9991729855537415,-0.9361
47.644965091,-118.146399286,Transition_ReducedTillage,1.0084999799728394,1.0084999799728394,0.6498759984970093,0.6498759984970093,0.9985430240631104,1
45.728415387,-118.646368774,GrainFallow_HeavyTillage,-0.34200000762939453,-0.34200000762939453,0.011435999535024166,0.011435999535024166,0.9505509734153748,0.8832
46.228384875,-116.271513706,Annual_ReducedTillage,0.1817999929189682,0.1817999929189682,0.5116270184516907,0.5116270184516907,0.9879530072212219,0.9947
46.270048999,-118.39638403,GrainFallow_HeavyTillage,-0.3474000096321106,-0.3474000096321106,0.011435999535024166,0.011435999535024166,0.3088580071926117,0.1792
47.061667355,-117.604765674,Transition_HeavyTillage,0.09889999777078629,0.09889999777078629,0.058316998183727264,0.058316998183727264,0.6588190197944641,0.4522
46.770018487,-117.104796186,Annual_HeavyTillage,0.38100001215934753,0.38100001215934753,0.39940598607063293,0.39940598607063293,0.7277169823646545,0.7799
47.103331479,-117.229788558,Annual_NoTill,0.17329999804496765,0.17329999804496765,0.8283420205116272,0.8283420205116272,0.8969690203666687,0.9996
46.811682611,-117.77142217,Transition_HeavyTillage,0.29600000381469727,0.29600000381469727,0.058316998183727264,0.058316998183727264,0.8680710196495056,0.2511
47.020003231,-118.521376402,GrainFallow_ReducedTillage,0.5759000182151794,0.5759000182151794,0.3934650123119354,0.3934650123119354,0.9992129802703857,0.7605
46.770018487,-117.104796186,Annual_NoTill,0.020800000056624413,0.020800000056624413,0.8283420205116272,0.8283420205116272,0.8524410128593445,0.9995
47.061667355,-117.604765674,Transition_ReducedTillage,0.10750000178813934,0.10750000178813934,0.6498759984970093,0.6498759984970093,0.9367719888687134,0.9986
46.770018487,-117.104796186,Annual_ReducedTillage,0.2655999958515167,0.2655999958515167,0.5116270184516907,0.5116270184516907,0.7259050011634827,0.9931
45.728415387,-118.646368774,GrainFallow_ReducedTillage,-0.2842999994754791,-0.2842999994754791,0.3934650123119354,0.3934650123119354,0.9559839963912964,0.997
46.811682611,-117.77142217,Transition_ReducedTillage,0.2087000012397766,0.2087000012397766,0.6498759984970093,0.6498759984970093,0.950314998626709,0.9985
45.478430643,-120.729574974,GrainFallow_NoTill,-0.34769999980926514,-0.34769999980926514,0.8801980018615723,0.8801980018615723,0.9988980293273926,1
46.228384875,-116.271513706,Annual_ReducedTillage_PreventedPlanting_6yr,0.43959999084472656,0.43959999084472656,0.468968003988266,0.468968003988266,0.9592909812927246,0.9579
47.061667355,-117.604765674,Transition_NoTill,0.11259999871253967,0.11259999871253967,0.8402640223503113,0.8402640223503113,0.975629985332489,1
45.728415387,-118.646368774,GrainFallow_NoTill,-0.34630000591278076,-0.34630000591278076,0.8801980018615723,0.8801980018615723,0.9978740215301514,1
46.811682611,-117.77142217,Transition_NoTill,0.28110000491142273,0.28110000491142273,0.8402640223503113,0.8402640223503113,0.9868109822273254,1
46.770018487,-117.104796186,Annual_ReducedTillage_PreventedPlanting_6yr,0.39570000767707825,0.39570000767707825,0.468968003988266,0.468968003988266,0.5844089984893799,0.9347
47.103331479,-117.229788558,Annual_ReducedTillage_PreventedPlanting_6yr,0.4050000011920929,0.4050000011920929,0.468968003988266,0.468968003988266,0.6305909752845764,0.9277
47.644965091,-118.146399286,Transition_HeavyTillage,1.0591000318527222,1.0591000318527222,0.058316998183727264,0.058316998183727264,0.9964960217475891,0.9415
47.103331479,-117.229788558,Annual_HeavyTillage,0.2847000062465668,0.2847000062465668,0.39940598607063293,0.39940598607063293,0.8561810255050659,0.5717
46.270048999,-118.39638403,GrainFallow_ReducedTillage,-0.35589998960494995,-0.35589998960494995,0.3934650123119354,0.3934650123119354,0.5093309879302979,0.9744
45.478430643,-120.729574974,GrainFallow_HeavyTillage,-0.30079999566078186,-0.30079999566078186,0.011435999535024166,0.011435999535024166,0.9942520260810852,0.9119
47.020003231,-118.521376402,GrainFallow_NoTill,0.5115000009536743,0.5115000009536743,0.8801980018615723,0.8801980018615723,0.9994490146636963,1
46.270048999,-118.39638403,GrainFallow_NoTill,-0.3725000023841858,-0.3725000023841858,0.8801980018615723,0.8801980018615723,0.9525200128555298,1
45.478430643,-120.729574974,GrainFallow_ReducedTillage,-0.3111000061035156,-0.3111000061035156,0.3934650123119354,0.3934650123119354,0.9946849942207336,0.9979
47.103331479,-117.229788558,Annual_ReducedTillage,0.2093999981880188,0.2093999981880188,0.5116270184516907,0.5116270184516907,0.8497239947319031,0.9945
46.228384875,-116.271513706,Annual_HeavyTillage,0.16769999265670776,0.16769999265670776,0.39940598607063293,0.39940598607063293,0.988306999206543,0.6689
